"State","Year","Month","Final_Case","Final_Death"
"alabama",2020,"Jan",0,0
"alabama",2020,"Feb",0,0
"alabama",2020,"Mar",1063,23
"alabama",2020,"Apr",6124,279
"alabama",2020,"May",11013,365
"alabama",2020,"Jun",20277,337
"alabama",2020,"Jul",49789,642
"alabama",2020,"Aug",38234,615
"alabama",2020,"Sep",28272,540
"alabama",2020,"Oct",38841,448
"alabama",2020,"Nov",55916,627
"alabama",2020,"Dec",111746,1266
"alabama",2021,"Jan",98444,2889
"alabama",2021,"Feb",33885,2266
"alabama",2021,"Mar",22413,646
"alabama",2021,"Apr",13022,377
"alabama",2021,"May",15589,261
"alabama",2021,"Jun",7687,222
"alabama",2021,"Jul",34632,189
"alabama",2021,"Aug",114122,750
"alabama",2021,"Sep",96749,2020
"alabama",2021,"Oct",35664,1278
"alabama",2021,"Nov",14517,591
"alabama",2021,"Dec",50963,343
"alabama",2022,"Jan",330425,720
"alabama",2022,"Feb",61323,1140
"alabama",2022,"Mar",15854,1074
"alabama",2022,"Apr",5831,277
"alaska",2020,"Jan",0,0
"alaska",2020,"Feb",0,0
"alaska",2020,"Mar",129,3
"alaska",2020,"Apr",231,10
"alaska",2020,"May",124,5
"alaska",2020,"Jun",658,4
"alaska",2020,"Jul",2574,12
"alaska",2020,"Aug",2456,14
"alaska",2020,"Sep",2674,19
"alaska",2020,"Oct",7526,30
"alaska",2020,"Nov",16246,41
"alaska",2020,"Dec",14468,86
"alaska",2021,"Jan",7434,56
"alaska",2021,"Feb",3965,28
"alaska",2021,"Mar",4629,23
"alaska",2021,"Apr",5280,34
"alaska",2021,"May",2072,22
"alaska",2021,"Jun",1095,8
"alaska",2021,"Jul",4217,12
"alaska",2021,"Aug",13096,55
"alaska",2021,"Sep",26127,133
"alaska",2021,"Oct",23235,148
"alaska",2021,"Nov",13116,155
"alaska",2021,"Dec",6176,98
"alaska",2022,"Jan",59771,107
"alaska",2022,"Feb",22565,78
"alaska",2022,"Mar",7727,65
"alaska",2022,"Apr",5801,24
"american samoa",2020,"Jan",0,0
"american samoa",2020,"Feb",0,0
"american samoa",2020,"Mar",0,0
"american samoa",2020,"Apr",0,0
"american samoa",2020,"May",0,0
"american samoa",2020,"Jun",0,0
"american samoa",2020,"Jul",0,0
"american samoa",2020,"Aug",0,0
"american samoa",2020,"Sep",0,0
"american samoa",2020,"Oct",0,0
"american samoa",2020,"Nov",0,0
"american samoa",2020,"Dec",0,0
"american samoa",2021,"Jan",0,0
"american samoa",2021,"Feb",0,0
"american samoa",2021,"Mar",0,0
"american samoa",2021,"Apr",0,0
"american samoa",2021,"May",0,0
"american samoa",2021,"Jun",0,0
"american samoa",2021,"Jul",0,0
"american samoa",2021,"Aug",0,0
"american samoa",2021,"Sep",1,0
"american samoa",2021,"Oct",3,0
"american samoa",2021,"Nov",6,0
"american samoa",2021,"Dec",1,0
"american samoa",2022,"Jan",7,0
"american samoa",2022,"Feb",66,0
"american samoa",2022,"Mar",3399,3
"american samoa",2022,"Apr",2334,23
"arizona",2020,"Jan",1,0
"arizona",2020,"Feb",0,0
"arizona",2020,"Mar",1294,27
"arizona",2020,"Apr",6382,382
"arizona",2020,"May",12289,626
"arizona",2020,"Jun",59303,750
"arizona",2020,"Jul",94843,2066
"arizona",2020,"Aug",27897,1352
"arizona",2020,"Sep",16756,654
"arizona",2020,"Oct",27508,341
"arizona",2020,"Nov",80874,667
"arizona",2020,"Dec",193720,2227
"arizona",2021,"Jan",238249,4263
"arizona",2021,"Feb",58469,2872
"arizona",2021,"Mar",26030,1002
"arizona",2021,"Apr",20767,402
"arizona",2021,"May",19127,324
"arizona",2021,"Jun",13833,342
"arizona",2021,"Jul",32421,331
"arizona",2021,"Aug",84694,548
"arizona",2021,"Sep",81665,1204
"arizona",2021,"Oct",75351,1262
"arizona",2021,"Nov",100910,1164
"arizona",2021,"Dec",111713,1933
"arizona",2022,"Jan",489174,1982
"arizona",2022,"Feb",106483,1744
"arizona",2022,"Mar",30307,1562
"arizona",2022,"Apr",14432,684
"arkansas",2020,"Jan",0,0
"arkansas",2020,"Feb",0,0
"arkansas",2020,"Mar",674,11
"arkansas",2020,"Apr",2922,66
"arkansas",2020,"May",4113,73
"arkansas",2020,"Jun",13880,139
"arkansas",2020,"Jul",22057,184
"arkansas",2020,"Aug",19931,355
"arkansas",2020,"Sep",23015,576
"arkansas",2020,"Oct",29110,581
"arkansas",2020,"Nov",46529,593
"arkansas",2020,"Dec",68491,1178
"arkansas",2021,"Jan",71023,1194
"arkansas",2021,"Feb",27704,566
"arkansas",2021,"Mar",8730,399
"arkansas",2021,"Apr",5512,120
"arkansas",2021,"May",5746,95
"arkansas",2021,"Jun",8084,86
"arkansas",2021,"Jul",37128,256
"arkansas",2021,"Aug",66634,798
"arkansas",2021,"Sep",43499,764
"arkansas",2021,"Oct",18520,731
"arkansas",2021,"Nov",15846,316
"arkansas",2021,"Dec",37784,488
"arkansas",2022,"Jan",210295,498
"arkansas",2022,"Feb",43275,904
"arkansas",2022,"Mar",12990,713
"arkansas",2022,"Apr",2736,153
"california",2020,"Jan",3,0
"california",2020,"Feb",13,0
"california",2020,"Mar",10506,241
"california",2020,"Apr",42922,1833
"california",2020,"May",63182,2141
"california",2020,"Jun",126990,1880
"california",2020,"Jul",266155,3180
"california",2020,"Aug",206908,3769
"california",2020,"Sep",107902,3073
"california",2020,"Oct",119043,1987
"california",2020,"Nov",319028,1636
"california",2020,"Dec",1133423,6604
"california",2021,"Jan",1001022,14579
"california",2021,"Feb",243083,11933
"california",2021,"Mar",101195,6579
"california",2021,"Apr",78018,2603
"california",2021,"May",49767,1587
"california",2021,"Jun",34568,1298
"california",2021,"Jul",148150,896
"california",2021,"Aug",437745,1960
"california",2021,"Sep",274964,3365
"california",2021,"Oct",181551,3218
"california",2021,"Nov",159440,2585
"california",2021,"Dec",437969,2098
"california",2022,"Jan",2934978,3652
"california",2022,"Feb",568323,5482
"california",2022,"Mar",126906,3540
"california",2022,"Apr",122347,1247
"colorado",2020,"Jan",0,0
"colorado",2020,"Feb",0,0
"colorado",2020,"Mar",3031,76
"colorado",2020,"Apr",12665,785
"colorado",2020,"May",11584,682
"colorado",2020,"Jun",6377,254
"colorado",2020,"Jul",14152,164
"colorado",2020,"Aug",10667,120
"colorado",2020,"Sep",13160,112
"colorado",2020,"Oct",36860,238
"colorado",2020,"Nov",125576,759
"colorado",2020,"Dec",101283,1855
"colorado",2021,"Jan",62215,888
"colorado",2021,"Feb",32328,359
"colorado",2021,"Mar",33843,214
"colorado",2021,"Apr",48927,209
"colorado",2021,"May",32267,320
"colorado",2021,"Jun",14730,247
"colorado",2021,"Jul",17337,193
"colorado",2021,"Aug",40821,242
"colorado",2021,"Sep",55496,427
"colorado",2021,"Oct",69155,662
"colorado",2021,"Nov",89096,1018
"colorado",2021,"Dec",99868,1105
"colorado",2022,"Jan",323772,858
"colorado",2022,"Feb",60912,687
"colorado",2022,"Mar",32965,468
"colorado",2022,"Apr",35532,238
"connecticut",2020,"Jan",0,0
"connecticut",2020,"Feb",0,0
"connecticut",2020,"Mar",3230,69
"connecticut",2020,"Apr",24793,2256
"connecticut",2020,"May",15069,1703
"connecticut",2020,"Jun",4614,399
"connecticut",2020,"Jul",3376,117
"connecticut",2020,"Aug",3285,43
"connecticut",2020,"Sep",4717,44
"connecticut",2020,"Oct",13867,110
"connecticut",2020,"Nov",46320,409
"connecticut",2020,"Dec",69029,983
"connecticut",2021,"Jan",64462,1058
"connecticut",2021,"Feb",29925,582
"connecticut",2021,"Mar",30678,275
"connecticut",2021,"Apr",28665,222
"connecticut",2021,"May",8119,143
"connecticut",2021,"Jun",2044,43
"connecticut",2021,"Jul",5004,18
"connecticut",2021,"Aug",18746,72
"connecticut",2021,"Sep",17289,274
"connecticut",2021,"Oct",12248,147
"connecticut",2021,"Nov",19114,146
"connecticut",2021,"Dec",88496,261
"connecticut",2022,"Jan",189212,866
"connecticut",2022,"Feb",23995,476
"connecticut",2022,"Mar",12651,320
"connecticut",2022,"Apr",21892,73
"delaware",2020,"Jan",0,0
"delaware",2020,"Feb",0,0
"delaware",2020,"Mar",319,4
"delaware",2020,"Apr",4464,239
"delaware",2020,"May",4798,285
"delaware",2020,"Jun",2050,69
"delaware",2020,"Jul",3349,32
"delaware",2020,"Aug",2724,19
"delaware",2020,"Sep",3242,35
"delaware",2020,"Oct",4739,83
"delaware",2020,"Nov",10704,85
"delaware",2020,"Dec",21828,241
"delaware",2021,"Jan",20617,244
"delaware",2021,"Feb",8735,117
"delaware",2021,"Mar",8004,137
"delaware",2021,"Apr",9614,66
"delaware",2021,"May",4466,36
"delaware",2021,"Jun",881,33
"delaware",2021,"Jul",1666,139
"delaware",2021,"Aug",8450,47
"delaware",2021,"Sep",13118,74
"delaware",2021,"Oct",11240,138
"delaware",2021,"Nov",10101,87
"delaware",2021,"Dec",27191,108
"delaware",2022,"Jan",67745,246
"delaware",2022,"Feb",8512,178
"delaware",2022,"Mar",3035,137
"delaware",2022,"Apr",3856,60
"diamond princess",2020,"Jan",0,0
"diamond princess",2020,"Feb",0,0
"diamond princess",2020,"Mar",49,0
"diamond princess",2020,"Apr",0,0
"diamond princess",2020,"May",0,0
"diamond princess",2020,"Jun",0,0
"diamond princess",2020,"Jul",0,0
"diamond princess",2020,"Aug",0,0
"diamond princess",2020,"Sep",0,0
"diamond princess",2020,"Oct",0,0
"diamond princess",2020,"Nov",0,0
"diamond princess",2020,"Dec",0,0
"diamond princess",2021,"Jan",0,0
"diamond princess",2021,"Feb",0,0
"diamond princess",2021,"Mar",0,0
"diamond princess",2021,"Apr",0,0
"diamond princess",2021,"May",0,0
"diamond princess",2021,"Jun",0,0
"diamond princess",2021,"Jul",0,0
"diamond princess",2021,"Aug",0,0
"diamond princess",2021,"Sep",0,0
"diamond princess",2021,"Oct",0,0
"diamond princess",2021,"Nov",0,0
"diamond princess",2021,"Dec",0,0
"diamond princess",2022,"Jan",0,0
"diamond princess",2022,"Feb",0,0
"diamond princess",2022,"Mar",0,0
"diamond princess",2022,"Apr",0,0
"district of columbia",2020,"Jan",0,0
"district of columbia",2020,"Feb",0,0
"district of columbia",2020,"Mar",495,10
"district of columbia",2020,"Apr",3828,217
"district of columbia",2020,"May",4478,242
"district of columbia",2020,"Jun",1526,85
"district of columbia",2020,"Jul",1799,34
"district of columbia",2020,"Aug",1866,22
"district of columbia",2020,"Sep",1334,20
"district of columbia",2020,"Oct",1940,19
"district of columbia",2020,"Nov",4286,34
"district of columbia",2020,"Dec",7431,106
"district of columbia",2021,"Jan",7889,127
"district of columbia",2021,"Feb",3726,104
"district of columbia",2021,"Mar",3915,47
"district of columbia",2021,"Apr",3184,41
"district of columbia",2021,"May",1201,27
"district of columbia",2021,"Jun",457,9
"district of columbia",2021,"Jul",1043,8
"district of columbia",2021,"Aug",5033,11
"district of columbia",2021,"Sep",5722,14
"district of columbia",2021,"Oct",3087,16
"district of columbia",2021,"Nov",2672,6
"district of columbia",2021,"Dec",27374,15
"district of columbia",2022,"Jan",35531,73
"district of columbia",2022,"Feb",5003,34
"district of columbia",2022,"Mar",2322,15
"district of columbia",2022,"Apr",5057,7
"florida",2020,"Jan",0,0
"florida",2020,"Feb",0,0
"florida",2020,"Mar",6761,103
"florida",2020,"Apr",27030,1282
"florida",2020,"May",22576,1193
"florida",2020,"Jun",96417,1061
"florida",2020,"Jul",318081,3350
"florida",2020,"Aug",153192,4356
"florida",2020,"Sep",83280,3149
"florida",2020,"Oct",96306,2522
"florida",2020,"Nov",196966,1890
"florida",2020,"Dec",326086,3150
"florida",2021,"Jan",398113,4874
"florida",2021,"Feb",188080,4434
"florida",2021,"Mar",148730,2736
"florida",2021,"Apr",176072,1884
"florida",2021,"May",87792,1733
"florida",2021,"Jun",44676,1025
"florida",2021,"Jul",268825,1307
"florida",2021,"Aug",828391,5482
"florida",2021,"Sep",464425,10448
"florida",2021,"Oct",108009,4661
"florida",2021,"Nov",39592,1878
"florida",2021,"Dec",711427,956
"florida",2022,"Jan",2312637,28801
"florida",2022,"Feb",428137,8616
"florida",2022,"Mar",41581,12039
"florida",2022,"Apr",57719,1558
"georgia",2020,"Jan",0,0
"georgia",2020,"Feb",0,0
"georgia",2020,"Mar",4056,156
"georgia",2020,"Apr",25113,1082
"georgia",2020,"May",23476,997
"georgia",2020,"Jun",38921,813
"georgia",2020,"Jul",109260,980
"georgia",2020,"Aug",87471,1927
"georgia",2020,"Sep",49898,1421
"georgia",2020,"Oct",46241,1022
"georgia",2020,"Nov",115059,1644
"georgia",2020,"Dec",195684,1524
"georgia",2021,"Jan",244552,3304
"georgia",2021,"Feb",98762,3134
"georgia",2021,"Mar",55085,1828
"georgia",2021,"Apr",41630,1172
"georgia",2021,"May",24127,768
"georgia",2021,"Jun",11678,637
"georgia",2021,"Jul",44985,289
"georgia",2021,"Aug",224303,1081
"georgia",2021,"Sep",175565,3394
"georgia",2021,"Oct",56170,3005
"georgia",2021,"Nov",32816,1462
"georgia",2021,"Dec",176309,972
"georgia",2022,"Jan",528548,1549
"georgia",2022,"Feb",98168,2468
"georgia",2022,"Mar",35863,1603
"georgia",2022,"Apr",16834,858
"grand princess",2020,"Jan",0,0
"grand princess",2020,"Feb",0,0
"grand princess",2020,"Mar",105,3
"grand princess",2020,"Apr",0,3
"grand princess",2020,"May",0,0
"grand princess",2020,"Jun",0,0
"grand princess",2020,"Jul",0,0
"grand princess",2020,"Aug",0,0
"grand princess",2020,"Sep",0,0
"grand princess",2020,"Oct",0,0
"grand princess",2020,"Nov",0,0
"grand princess",2020,"Dec",0,0
"grand princess",2021,"Jan",0,0
"grand princess",2021,"Feb",0,0
"grand princess",2021,"Mar",0,0
"grand princess",2021,"Apr",0,0
"grand princess",2021,"May",0,0
"grand princess",2021,"Jun",0,0
"grand princess",2021,"Jul",0,0
"grand princess",2021,"Aug",0,0
"grand princess",2021,"Sep",0,0
"grand princess",2021,"Oct",0,0
"grand princess",2021,"Nov",0,0
"grand princess",2021,"Dec",0,0
"grand princess",2022,"Jan",0,0
"grand princess",2022,"Feb",0,0
"grand princess",2022,"Mar",0,0
"grand princess",2022,"Apr",0,0
"guam",2020,"Jan",0,0
"guam",2020,"Feb",0,0
"guam",2020,"Mar",69,2
"guam",2020,"Apr",76,3
"guam",2020,"May",27,0
"guam",2020,"Jun",85,0
"guam",2020,"Jul",99,0
"guam",2020,"Aug",1039,5
"guam",2020,"Sep",1093,39
"guam",2020,"Oct",2193,30
"guam",2020,"Nov",2171,33
"guam",2020,"Dec",458,9
"guam",2021,"Jan",271,8
"guam",2021,"Feb",157,2
"guam",2021,"Mar",71,3
"guam",2021,"Apr",157,2
"guam",2021,"May",192,4
"guam",2021,"Jun",201,1
"guam",2021,"Jul",184,3
"guam",2021,"Aug",2018,6
"guam",2021,"Sep",4482,48
"guam",2021,"Oct",3167,41
"guam",2021,"Nov",991,25
"guam",2021,"Dec",408,7
"guam",2022,"Jan",12724,20
"guam",2022,"Feb",12013,32
"guam",2022,"Mar",2921,25
"guam",2022,"Apr",848,8
"hawaii",2020,"Jan",0,0
"hawaii",2020,"Feb",0,0
"hawaii",2020,"Mar",235,1
"hawaii",2020,"Apr",442,18
"hawaii",2020,"May",44,1
"hawaii",2020,"Jun",267,1
"hawaii",2020,"Jul",1203,8
"hawaii",2020,"Aug",6363,44
"hawaii",2020,"Sep",4126,66
"hawaii",2020,"Oct",2690,85
"hawaii",2020,"Nov",2944,25
"hawaii",2020,"Dec",4256,44
"hawaii",2021,"Jan",5104,122
"hawaii",2021,"Feb",2002,29
"hawaii",2021,"Mar",2757,24
"hawaii",2021,"Apr",3104,20
"hawaii",2021,"May",2429,17
"hawaii",2021,"Jun",1485,17
"hawaii",2021,"Jul",4655,20
"hawaii",2021,"Aug",21092,52
"hawaii",2021,"Sep",15704,193
"hawaii",2021,"Oct",5091,134
"hawaii",2021,"Nov",3373,102
"hawaii",2021,"Dec",25268,72
"hawaii",2022,"Jan",106356,91
"hawaii",2022,"Feb",16863,153
"hawaii",2022,"Mar",4627,46
"hawaii",2022,"Apr",7627,39
"idaho",2020,"Jan",0,0
"idaho",2020,"Feb",0,0
"idaho",2020,"Mar",524,8
"idaho",2020,"Apr",1498,53
"idaho",2020,"May",859,25
"idaho",2020,"Jun",3286,11
"idaho",2020,"Jul",14608,96
"idaho",2020,"Aug",11375,173
"idaho",2020,"Sep",11035,126
"idaho",2020,"Oct",22583,163
"idaho",2020,"Nov",37123,307
"idaho",2020,"Dec",39541,515
"idaho",2021,"Jan",21637,295
"idaho",2021,"Feb",8659,139
"idaho",2021,"Mar",9418,106
"idaho",2021,"Apr",7154,84
"idaho",2021,"May",4366,47
"idaho",2021,"Jun",3010,64
"idaho",2021,"Jul",5565,45
"idaho",2021,"Aug",20906,168
"idaho",2021,"Sep",35962,547
"idaho",2021,"Oct",34086,635
"idaho",2021,"Nov",15574,394
"idaho",2021,"Dec",12547,235
"idaho",2022,"Jan",60942,264
"idaho",2022,"Feb",46084,336
"idaho",2022,"Mar",18016,130
"idaho",2022,"Apr",1946,53
"illinois",2020,"Jan",2,0
"illinois",2020,"Feb",0,0
"illinois",2020,"Mar",6907,106
"illinois",2020,"Apr",47465,2265
"illinois",2020,"May",68044,3060
"illinois",2020,"Jun",23318,1536
"illinois",2020,"Jul",37127,803
"illinois",2020,"Aug",56912,549
"illinois",2020,"Sep",59157,689
"illinois",2020,"Oct",121011,1137
"illinois",2020,"Nov",316374,2967
"illinois",2020,"Dec",237489,5013
"illinois",2021,"Jan",163127,3297
"illinois",2021,"Feb",60648,1492
"illinois",2021,"Mar",58143,876
"illinois",2021,"Apr",90670,741
"illinois",2021,"May",47343,953
"illinois",2021,"Jun",9832,450
"illinois",2021,"Jul",27984,221
"illinois",2021,"Aug",103431,517
"illinois",2021,"Sep",104653,1024
"illinois",2021,"Oct",68280,796
"illinois",2021,"Nov",114476,647
"illinois",2021,"Dec",339841,1410
"illinois",2022,"Jan",771831,3094
"illinois",2022,"Feb",110472,1858
"illinois",2022,"Mar",37481,630
"illinois",2022,"Apr",64817,227
"indiana",2020,"Jan",0,0
"indiana",2020,"Feb",0,0
"indiana",2020,"Mar",2227,118
"indiana",2020,"Apr",15913,1197
"indiana",2020,"May",16849,1347
"indiana",2020,"Jun",11176,603
"indiana",2020,"Jul",20844,424
"indiana",2020,"Aug",28098,476
"indiana",2020,"Sep",25915,473
"indiana",2020,"Oct",59370,984
"indiana",2020,"Nov",159627,2085
"indiana",2020,"Dec",172542,3451
"indiana",2021,"Jan",115208,2327
"indiana",2021,"Feb",35077,1368
"indiana",2021,"Mar",24884,510
"indiana",2021,"Apr",33998,301
"indiana",2021,"May",23330,296
"indiana",2021,"Jun",10262,244
"indiana",2021,"Jul",17407,163
"indiana",2021,"Aug",87275,491
"indiana",2021,"Sep",105881,1171
"indiana",2021,"Oct",60335,1036
"indiana",2021,"Nov",76403,881
"indiana",2021,"Dec",145680,1483
"indiana",2022,"Jan",376601,2325
"indiana",2022,"Feb",58272,1491
"indiana",2022,"Mar",9224,534
"indiana",2022,"Apr",9984,1119
"iowa",2020,"Jan",0,0
"iowa",2020,"Feb",0,0
"iowa",2020,"Mar",500,7
"iowa",2020,"Apr",6720,168
"iowa",2020,"May",12697,374
"iowa",2020,"Jun",9661,185
"iowa",2020,"Jul",15832,161
"iowa",2020,"Aug",21095,261
"iowa",2020,"Sep",24261,241
"iowa",2020,"Oct",39399,360
"iowa",2020,"Nov",102259,712
"iowa",2020,"Dec",51422,1514
"iowa",2021,"Jan",37747,1016
"iowa",2021,"Feb",17993,572
"iowa",2021,"Mar",15087,276
"iowa",2021,"Apr",13621,209
"iowa",2021,"May",6920,108
"iowa",2021,"Jun",2769,84
"iowa",2021,"Jul",6174,45
"iowa",2021,"Aug",37329,85
"iowa",2021,"Sep",84118,295
